Round 1,Women's Pennant E North West - 2023,16/04/2023,Hume Hockey Centre,HUM,14:00,Hume Hockey Club,RMIT Hockey Club,
Round 1,Men's Pennant E South East - 2023,16/04/2023,Koonung Secondary College,KNG,15:30,Camberwell Hockey Club,KBH Brumbies Hockey Club,
Round 1,Women's Metro 1 East - 2023,16/04/2023,Koonung Secondary College,KNG,17:00,Camberwell Hockey Club,Old Xaverians Hockey Club,
Round 1,Men's Metro 2 North West - 2023,16/04/2023,La Trobe Hockey Centre,LAT,12:30,La Trobe University Hockey Club,Craigieburn Falcons Hockey Club,
Round 1,Men's Metro 2 East - 2023,16/04/2023,La Trobe Hockey Centre,LAT,14:00,La Trobe University Hockey Club,Knox Hockey Club,
Round 1,Women's Metro 1 East - 2023,16/04/2023,Melbourne High School,MHS,11:00,Melbourne High School Old Boys Hockey Club,Melbourne Razorbacks Hockey Club,
Round 1,Women's Vic League 2 - 2023,16/04/2023,Melbourne High School,MHS,12:30,Melbourne High School Old Boys Hockey Club,La Trobe University Hockey Club,
Round 1,Men's Vic League 2 - 2023,16/04/2023,Melbourne High School,MHS,14:00,Melbourne High School Old Boys Hockey Club,Collegians-X Hockey Club,
Round 1,Men's Vic League 2 Reserves - 2023,16/04/2023,Melbourne High School,MHS,15:30,Melbourne High School Old Boys Hockey Club,Collegians-X Hockey Club,
Round 1,Men's Metro 1 - 2023,16/04/2023,Melbourne High School,MHS,17:00,Melbourne High School Old Boys Hockey Club,Glen Eira Hockey Club,
Round 1,Women's Pennant B - 2023,16/04/2023,Mentone Grammar Playing Fields,MNT,11:00,Mentone Hockey Club,Doncaster Hockey Club,
Round 1,GAME Clothing Women's Premier League Reserves - 2023,16/04/2023,Mentone Grammar Playing Fields,MNT,12:30,Mentone Hockey Club,Altona Hockey Club,
Round 1,GAME Clothing Women's Premier League - 2023,16/04/2023,Mentone Grammar Playing Fields,MNT,14:00,Mentone Hockey Club,Altona Hockey Club,
Round 1,GAME Clothing Men's Premier League - 2023,16/04/2023,Mentone Grammar Playing Fields,MNT,15:30,Mentone Hockey Club,Altona Hockey Club,
Round 1,GAME Clothing Men's Premier League Reserves - 2023,16/04/2023,Mentone Grammar Playing Fields,MNT,17:00,Mentone Hockey Club,Altona Hockey Club,
Round 1,Women's Pennant A - 2023,16/04/2023,Mentone Grammar Playing Fields,MNT,18:30,Mentone Hockey Club,Southern United Hockey Club,
Round 1,Men's Metro 2 South - 2023,16/04/2023,Monash University,MON,12:30,Collegians-X Hockey Club,OHA Hockey Club,
Round 1,Women's Metro 1 East - 2023,16/04/2023,Monash University,MON,14:00,Collegians-X Hockey Club,Knox Hockey Club,
Round 1,Men's Metro 2 South - 2023,16/04/2023,Monash University,MON,15:30,Monash University Hockey Club,Mentone Hockey Club,
Round 1,Women's Pennant E North West - 2023,16/04/2023,PEGS Sporting Fields,PSF1,12:30,PEGS Hockey Club,Altona Hockey Club,
Round 1,Women's Pennant D North West - 2023,16/04/2023,PEGS Sporting Fields,PSF1,14:00,PEGS Hockey Club,Footscray Hockey Club,
Round 1,Men's Metro 2 South - 2023,16/04/2023,Peninsula Hockey Centre,PHC,14:00,Mornington/Cerberus,Greater Dandenong Warriors Hockey Club,
Round 1,Men's Metro 2 South - 2023,16/04/2023,Southern United Hockey Club,MBN,11:00,Southern United Hockey Club,Casey Hockey Club,
Round 1,Men's Pennant E South East - 2023,16/04/2023,Southern United Hockey Club,MBN,12:30,Southern United Hockey Club,Maccabi Hockey Club,
Round 1,Men's Pennant D South East - 2023,16/04/2023,Southern United Hockey Club,MBN,14:00,Southern United Hockey Club,Knox Hockey Club,
