Round 1,Women's Vic League 1 Reserves - 2023,15/04/2023,PEGS Sporting Fields,PSF1,12:30,PEGS Hockey Club,North West Lightning,2,0,Home Win,13,14
Round 1,Men's Pennant C - 2023,15/04/2023,PEGS Sporting Fields,PSF2,14:00,PEGS Hockey Club,MCC Hockey Section,1,5,Away Win,15,14
Round 1,Men's Pennant D North West - 2023,15/04/2023,PEGS Sporting Fields,PSF2,12:30,PEGS Hockey Club,Yarra Valley Hockey Club,5,0,Away Forfeit
Round 1,Men's Pennant E North West - 2023,15/04/2023,PEGS Sporting Fields,PSF2,15:30,PEGS Hockey Club,Werribee Hockey Club,1,6,Away Win,14,13
Round 1,Women's Pennant D North West - 2023,16/04/2023,PEGS Sporting Fields,PSF1,14:00,PEGS Hockey Club,Footscray Hockey Club,5,2,Home Win,13,14
Round 1,Women's Pennant E North West - 2023,16/04/2023,PEGS Sporting Fields,PSF1,12:30,PEGS Hockey Club,Altona Hockey Club,1,1,Draw,13,14
Round 1,Men's Pennant E North West - 2023,15/04/2023,St Bernards College,STB,12:30,St. Bernard's Hockey Club,RMIT Hockey Club,6,0,Home Win,14,10
Round 1,Men's Metro 1 - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-1,12:30,Hawthorn Hockey Club,Doncaster Hockey Club,1,3,Away Win,12,12
Round 1,Men's Metro 2 Central - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-2,14:00,Old Carey Hockey Club 2,Melbourne University Hockey Club 1,1,2,Away Win,12,13
Round 1,Men's Metro 2 Central - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-2,15:30,Old Carey Hockey Club 1,Melbourne University Hockey Club 2,7,2,Home Win,13,8
Round 1,Men's Pennant A - 2023,15/04/2023,Hawthorn Malvern Hockey Centre,H-1,12:30,Toorak East Malvern Hockey Club,Camberwell Hockey Club,4,2,Home Win,14,14
Round 1,Men's Pennant B - 2023,15/04/2023,Hawthorn Malvern Hockey Centre,H-1,11:00,Toorak East Malvern Hockey Club,Camberwell Hockey Club,1,1,Draw,13,14
Round 1,Men's Pennant C - 2023,15/04/2023,Hawthorn Malvern Hockey Centre,H-1,17:00,Toorak East Malvern Hockey Club,Hockey Geelong Sharks,2,1,Home Win,14,13
Round 1,Men's Pennant D South East - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-1,15:30,Hawthorn Hockey Club,Greater Dandenong Warriors Hockey Club,4,6,Away Win,13,14
Round 1,Men's Pennant E South East - 2023,16/04/2023,Hawthorn Malvern Hockey Centre,H-1,14:00,Hawthorn Hockey Club,Mornington Peninsula Hockey Club,1,2,Away Win,15,12
Round 1,Women's Metro 1 East - 2023,15/04/2023,Hawthorn Malvern Hockey Centre,H-2,17:00,Toorak East Malvern Hockey Club,Waverley Hockey Club,3,0,Home Win,14,13
Round 1,Women's Pennant A - 2023,15/04/2023,Hawthorn Malvern Hockey Centre,H-1,14:00,Toorak East Malvern Hockey Club,Camberwell Hockey Club,0,1,Away Win,15,15
